en,hi
consumptive ,क्षयकारी
consumptive ,क्षयरोगी
contact,सम्पर्क
contact,सम्बन्ध
contagion ,छूत
contagious ,संसर्गज
contagious,संक्रामक
contagiousness ,संक्रामकता
contain, होना
contain,रोकना
container ,आधान
container ,पात्र
contain,लेना
containment ,नियंत्रण
contain,घेरना
contamination ,दूषण
contemplate,सोचना
contemplation ,ध्यानप्रार्थना
contemplation ,चिंतन
contemplation ,ध्यान
contemplative ,विचारमग्न
contemplative ,ध्यानपरायण
contemplative ,ध्यानशील
contemporaneous ,समकालीन
contemporary ,समकालीन
contemporary,आधुनिक
contemporary,समसामयिक
contemptible ,घृणित
contempt ,उपेक्षा
contempt,निन्दनीय
contemptuous ,तिरस्कारपूर्ण
contemptuously ,तिरस्कारपूर्वक
contender ,प्रतियोगी
contented ,संतुष्ट
contentedly ,संतुष्टिपूर्वक
content,मात्रा
content,परितृप्ति
content,सन्तुष्ट
content,इच्छुक
contention,दावा
contention ,प्रतिस्पर्धा
contention ,प्रतिद्वंद्विता
contention ,विवाद
contentious ,विवाधास्पद
contentious ,विवादपूर्ण
contentious ,झगड़ालू
contentiousness ,झगड़ालूपन
contentiousness ,कलहप्रियता
contentment ,संतुष्टि
contents,विषय-सूची
contents,सार
contents,विषय
contents,जगह
contents,पदार्थ
contents,वस्तु
contents ,विषय-सूची
contents ,वस्तु
contestant ,प्रतियोगी
contest,लड़ना
context,परिस्थिति
context,सन्दर्भ
contextual ,प्रासंगिक
contiguity ,समीपता
continence ,संयम
continence ,इंद्रियनिग्रह
continent ,जितेंद्रिय
continental ,यूरोपीय
continental ,महाद्वीपीय
continental quilt,रज़ाई
continent,संयमी
continent ,महाद्वीप
contingency ,संभावना
contingent ,निर्भर
contingent ,टुकड़ी
contingent ,दल
continually ,लगातार
continuance ,निरंतरता
continuation,विस्तार
continuation,सिलसिला
continuation ,निरंतरता
continue, होना
continued ,निरंतर
continue,रखना
continuing ,निरंतर
continuity,अविच्छिन्नता
continuity,दृश्यावली
continuity,निरन्तरता
continuity,पूरक
continuous ,लगातार
continuous,सतत
continuously ,लगातार
continuously,लगातार
continuum ,सातत्य
contorted ,कुंचित
contorted ,विकृत
contortion ,ऐंठन
contortion ,बल
contour,रूप-रेखा
contraception ,गर्भनिरोध
contraceptive,गर्भनिरोधक
contraceptive ,गर्भनिरोधक
contract,ठहराना
contract,सिकोड़ना
contract,लेना
contract,डालना
contract, होना
contract, करना
contract,बँधना
contract,मुड़काना
contract,सिकुड़ना
contract,ठेका
contract,इक़रारनामा
contract,संविदा
contract,वाग्दान
contract,सगाई
contract,इक़रार
contract,करारअना
contraction,संक्षेपण
contraction ,सिकुड़न
contraction ,संकुचन
contract ,ठेका
contractor,ठेकेदार
contractual ,संविदात्मक
contradiction ,प्रतिवाद
contradiction ,विरोधाभास
contradictory ,परस्पर-विरोधी
contraption ,यंत्र
contrary,प्रतिकूल
contrary,उलटा
contrast,तुलना
contrast,वैषम्य
contravention ,उल्लंघन
contribution,सहायता
contribution,योगदान
contributor ,अंशदाता
contributor ,योगदाता
contributor ,सहयोगी
contributory ,अंशदायी
contrite ,पश्चात्तापी
contritely ,खेदपूर्वक
contritely ,पश्चात्तापपूर्वक
contrived ,अवास्तविक
contrive ,बनाना
control,निपुणता
control,कुशलता
control,नियंत्रण
control,क़ाबू
control,नियत्रक
control,रोक-थाम
control,निर्बंध
control,शासन
control,सुलझाना
controllable ,नियंत्रणीय
controlled ,सीमित
controlled ,नियंत्रित
controlled ,संयत
controller ,लेखा-नियंता
controller ,संचालक
controller ,नियंत्रक
control ,क़ाबू
controversial ,विवादास्पद
controversy ,विवाद
conundrum ,पहेली
conundrum ,समस्या
convalescence ,स्वास्थ्य-लाभ
convection ,संवहन
convener ,संयोजक
convene ,मिलना
convenience,सहूलियत
convenience,शौचालय
convenience,सुविधा
convenient ,सुविधाजनक
convenient,आसान
convenient,सरल
convenient,सुविधाजनक
convenient,सुविधजनक
convenient,उचित
convenient,उपयुक्त
conventional ,परम्परागत
conventional ,पारम्परिक
convention,समझौता
convention,करार
convention,सम्मेलन
convention,चलन
